id,model_answer,confidence,correct_answer,is_correct
131,1,4,1,1
132,5,5,5,1
133,1,5,1,1
134,1,5,1,1
135,2,5,2,1
136,5,1,0,0
137,4,5,5,0
138,0,3,2,0
139,6,5,1,0
140,5,5,1,0
141,3,5,3,1
142,0,4,4,0
143,3,5,4,0
144,3,1,6,0
145,4,2,9,0
146,6,1,4,0
147,3,4,1,0
148,2,5,2,1
149,4,3,1,0
150,2,4,2,1
151,0,5,1,0
152,0,5,2,0
153,0,3,1,0
154,3,5,3,1
155,3,5,0,0
156,3,5,3,1
157,0,5,0,1
158,5,4,0,0
161,2,5,8,0
162,3,5,5,0
163,6,5,2,0
164,5,5,1,0
165,2,3,2,1
166,3,4,2,0
167,0,5,2,0
168,2,1,3,0
170,8,4,8,1
171,5,5,0,0
172,3,4,3,1
173,3,4,3,1
174,3,3,4,0
175,6,4,3,0
176,2,4,4,0
177,4,2,0,0
178,4,5,4,1
179,3,4,3,1
180,0,4,0,1
181,3,5,3,1
183,5,5,2,0
184,0,4,0,1
185,4,5,5,0
186,1,5,1,1
187,0,5,0,1
188,1,5,1,1
189,0,5,3,0
190,0,5,0,1
191,4,5,6,0
192,6,1,2,0
193,3,5,6,0
194,5,5,3,0
195,2,4,2,1
196,4,5,0,0
197,1,4,4,0
198,4,5,7,0
199,2,4,5,0
200,2,4,2,1
201,5,4,4,0
202,5,5,4,0
203,2,5,6,0
204,1,5,1,1
205,3,5,4,0
206,1,5,0,0
207,4,5,0,0
208,6,4,4,0
210,4,5,4,1
211,2,1,8,0
212,1,5,1,1
213,3,5,2,0
214,5,4,7,0
215,3,5,6,0
216,2,5,9,0
217,1,5,3,0
219,2,4,4,0
220,6,4,6,1
221,7,5,4,0
222,2,5,7,0
223,3,5,0,0
224,0,5,10,0
225,0,5,0,1
226,1,4,1,1
227,3,5,3,1
228,2,5,3,0
229,2,5,5,0
230,4,4,4,1
231,0,5,1,0
232,3,5,4,0
233,3,4,6,0
234,1,5,1,1
235,0,5,1,0
236,1,5,0,0
237,1,5,5,0
238,3,5,3,1
239,2,5,3,0
240,1,5,2,0
241,3,5,4,0
242,3,1,6,0
243,1,5,2,0
244,6,5,6,1
245,0,5,0,1
246,6,5,1,0
247,2,5,4,0
248,2,5,1,0
249,2,5,2,1
250,2,5,2,1
251,0,5,0,1
252,3,5,4,0
253,1,5,2,0
254,1,5,3,0
255,2,3,0,0
256,3,5,4,0
257,3,1,0,0
258,0,3,0,1
259,0,5,0,1
260,1,4,7,0
261,0,5,1,0
262,4,5,4,1
263,6,5,5,0
265,4,5,0,0
266,2,4,2,1
267,7,5,4,0
268,4,5,3,0
269,2,5,1,0
270,5,5,1,0
271,3,5,6,0
272,5,4,4,0
273,0,5,5,0
274,5,5,1,0
275,6,5,2,0
276,6,5,1,0
277,5,5,5,1
278,3,5,3,1
279,1,5,2,0
280,0,5,0,1
281,3,5,2,0
282,4,5,0,0
286,6,4,4,0
287,3,5,3,1
288,0,4,19,0
289,1,5,5,0
291,2,4,5,0
294,0,4,0,1
295,6,3,7,0
296,1,4,0,0
297,3,3,4,0
298,7,4,9,0
299,2,4,1,0
300,2,4,2,1
302,4,5,7,0
303,1,5,1,1
304,3,5,0,0
305,2,3,4,0
307,6,3,9,0
308,0,5,9,0
309,3,3,5,0
310,4,5,0,0
311,4,5,6,0
313,6,2,8,0
314,5,3,4,0
316,7,5,7,1
317,5,5,5,1
318,6,5,6,1
319,9,5,2,0
323,7,5,3,0
324,3,5,3,1
325,4,5,5,0
326,4,5,4,1
327,6,5,7,0
328,0,5,6,0
329,1,5,6,0
330,4,1,3,0
333,3,4,4,0
334,5,4,2,0
335,2,1,6,0
336,1,3,1,1
337,3,5,3,1
338,2,4,2,1
339,1,1,0,0
340,5,3,6,0
341,5,5,0,0
342,6,3,0,0
343,4,1,1,0
344,2,5,0,0
345,4,5,4,1
346,3,5,8,0
347,4,5,4,1
348,1,5,0,0
349,4,5,4,1
350,2,5,2,1
351,4,4,1,0
357,5,4,8,0
358,6,4,6,1
359,3,4,6,0
360,6,5,4,0
361,4,5,1,0
362,3,4,5,0
363,3,5,3,1
364,6,4,6,1
366,2,3,0,0
367,1,1,1,1
368,6,5,0,0
369,4,1,5,0
370,6,5,5,0
371,6,1,5,0
372,1,5,0,0
373,0,5,0,1
375,4,4,6,0
376,3,5,3,1
377,2,1,5,0
378,4,5,4,1
379,2,5,2,1
380,1,3,0,0
381,0,4,2,0
382,1,5,1,1
383,1,5,1,1
384,4,5,2,0
385,4,5,1,0
386,2,4,1,0
387,4,5,1,0
388,1,5,1,1
389,1,5,1,1
390,5,1,0,0
391,6,4,3,0
392,3,1,0,0
393,9,5,0,0
394,3,5,9,0
395,3,5,2,0
396,2,4,4,0
397,7,5,4,0
398,5,5,5,1
399,3,5,0,0
400,1,5,2,0
401,4,5,1,0
402,0,5,2,0
403,2,5,2,1
404,3,5,4,0
405,1,5,3,0
406,3,5,3,1
407,6,4,7,0
408,3,5,1,0
409,6,5,0,0
410,4,5,3,0
411,5,4,2,0
412,5,5,4,0
413,2,1,4,0
414,6,5,2,0
415,1,4,0,0
416,2,5,3,0
417,3,4,1,0
418,1,5,4,0
419,3,5,2,0
420,2,5,3,0
421,4,5,5,0
422,3,5,5,0
423,4,5,6,0
424,3,5,5,0
425,6,5,1,0
426,1,5,2,0
427,3,5,2,0
428,3,1,3,1
429,0,5,1,0
430,5,5,0,0
432,4,4,3,0
433,3,5,3,1
434,2,5,4,0
435,4,5,1,0
436,3,5,5,0
437,5,4,0,0
438,3,5,3,1
439,1,5,8,0
440,1,5,7,0
442,7,5,17,0
446,3,4,13,0
447,7,4,0,0
448,5,3,1,0
449,6,4,9,0
450,1,4,4,0
451,0,4,5,0
452,3,1,7,0
453,4,4,6,0
454,3,5,3,1
455,2,5,2,1
456,6,1,2,0
457,7,5,8,0
458,3,5,6,0
459,6,5,1,0
460,3,5,3,1
461,4,5,4,1
462,3,5,3,1
463,0,5,0,1
464,1,4,2,0
465,1,4,11,0
466,1,5,1,1
467,1,5,1,1
468,1,5,1,1
469,4,5,4,1
470,1,4,1,1
471,6,5,6,1
473,6,4,6,1
474,3,5,0,0
476,1,5,7,0
477,0,4,0,1
478,2,5,2,1
479,6,5,5,0
480,7,5,7,1
481,4,5,4,1
482,2,5,5,0
483,6,5,3,0
484,6,5,5,0
485,3,1,4,0
486,6,5,6,1
487,5,5,5,1
488,0,5,10,0
489,3,5,5,0
490,0,5,4,0
491,6,5,6,1
492,3,4,2,0
493,1,5,1,1
494,0,5,0,1
495,5,4,8,0
498,3,5,4,0
499,3,5,9,0
500,4,5,6,0
501,4,4,1,0
502,5,4,3,0
503,4,5,4,1
504,3,4,1,0
505,3,5,3,1
506,0,5,0,1
507,5,5,5,1
508,3,5,3,1
509,3,1,1,0
510,0,5,0,1
511,3,5,3,1
512,0,5,0,1
513,1,5,1,1
514,0,5,0,1
515,3,5,3,1
516,3,5,3,1
517,4,5,4,1
518,1,5,0,0
519,3,5,3,1
520,3,5,2,0
521,5,5,5,1
522,2,5,1,0
523,1,5,1,1
524,4,5,7,0
525,6,2,2,0
527,3,5,2,0
528,3,5,3,1
529,2,5,2,1
530,4,4,3,0
531,2,5,2,1
532,0,5,1,0
533,6,3,0,0
534,3,2,0,0
535,2,1,2,1
536,4,5,5,0
539,1,5,12,0
540,4,4,4,1
541,6,3,6,1
542,0,5,0,1
543,3,5,4,0
544,5,3,3,0
545,5,4,3,0
546,3,2,2,0
547,3,4,5,0
548,2,5,0,0
549,2,3,0,0
550,3,3,2,0
551,2,5,4,0
552,1,5,8,0
553,4,5,3,0
558,0,5,0,1
559,5,4,4,0
560,1,5,1,1
564,0,5,0,1
567,4,4,7,0
568,4,3,4,1
571,4,5,1,0
572,2,5,8,0
573,1,5,4,0
574,0,5,8,0
575,0,5,1,0
576,4,5,2,0
577,6,5,5,0
578,4,5,7,0
579,2,5,4,0
580,2,3,6,0
581,1,1,1,1
582,5,5,2,0
583,1,5,2,0
584,3,4,1,0
585,3,5,4,0
586,3,2,6,0
587,3,1,3,1
588,2,5,3,0
589,6,5,4,0
590,3,5,8,0
591,5,4,3,0
592,7,1,4,0
593,3,1,3,1
594,5,1,5,1
595,4,5,3,0
596,2,5,4,0
597,3,5,5,0
598,0,5,4,0
599,3,5,1,0
600,0,5,1,0
601,0,5,1,0
602,2,5,5,0
603,5,5,1,0
604,2,5,2,1
605,2,5,2,1
606,1,5,2,0
607,1,5,5,0
608,5,1,2,0
609,3,5,3,1
610,2,5,1,0
611,4,5,4,1
612,3,5,6,0
613,3,5,3,1
614,4,5,7,0
615,2,4,4,0
616,6,5,7,0
617,1,5,0,0
618,7,5,2,0
619,0,5,3,0
620,3,5,5,0
621,3,5,2,0
622,5,5,1,0
623,1,4,5,0
624,3,5,3,1
625,2,5,2,1
626,5,5,0,0
627,3,5,4,0
628,4,5,3,0
629,3,5,4,0
630,0,5,3,0
631,3,5,2,0
632,6,5,4,0
633,2,4,1,0
634,1,5,1,1
635,3,5,3,1
636,2,5,2,1
637,0,5,3,0
638,3,5,0,0
639,5,5,4,0
640,2,5,4,0
641,4,5,4,1
642,1,5,0,0
643,4,5,4,1
644,1,5,1,1
645,2,5,5,0
646,4,5,4,1
647,4,5,4,1
648,1,5,3,0
649,2,5,2,1
650,3,5,4,0
651,6,5,4,0
652,0,5,0,1
653,3,5,3,1
654,2,5,2,1
655,3,5,5,0
656,3,1,1,0
657,2,1,1,0
658,2,5,0,0
659,0,5,3,0
660,6,5,1,0
661,1,5,0,0
662,3,5,0,0
663,3,5,5,0
664,3,4,1,0
665,5,5,5,1
666,2,5,4,0
667,0,5,3,0
668,2,5,1,0
669,0,5,1,0
670,1,4,0,0
671,0,5,0,1
672,0,5,6,0
673,3,5,5,0
674,1,5,1,1
675,4,4,0,0
676,4,5,4,1
677,5,3,7,0
678,2,5,2,1
679,1,5,1,1
680,3,5,0,0
681,1,5,2,0
682,2,4,4,0
683,3,5,2,0
684,0,5,2,0
685,1,5,4,0
686,0,5,3,0
687,0,5,4,0
688,3,4,3,1
689,2,5,3,0
690,1,5,5,0
691,1,5,2,0
692,4,5,2,0
693,3,3,1,0
694,3,5,2,0
695,3,5,4,0
696,0,5,0,1
697,1,5,0,0
698,2,5,2,1
699,1,1,0,0
700,0,5,0,1
701,3,5,1,0
702,4,4,4,1
703,1,5,2,0
704,1,5,1,1
705,2,5,6,0
706,2,5,6,0
707,3,4,4,0
708,3,5,3,1
709,2,5,3,0
710,2,1,0,0
711,2,5,1,0
712,4,4,4,1
713,3,5,0,0
714,0,5,0,1
715,4,5,2,0
716,2,5,0,0
717,1,5,4,0
718,1,5,2,0
719,1,5,1,1
720,5,5,0,0
721,2,5,1,0
722,1,5,1,1
723,0,4,0,1
724,0,5,2,0
725,5,5,4,0
726,4,5,5,0
727,2,5,2,1
728,2,5,0,0
729,1,5,0,0
730,4,5,4,1
731,6,3,4,0
732,1,5,1,1
733,4,3,4,1
734,3,5,1,0
735,2,5,2,1
736,4,5,5,0
737,6,5,6,1
738,3,5,2,0
739,4,5,2,0
740,1,5,1,1
741,4,5,0,0
743,4,3,3,0
744,9,5,2,0
745,2,5,5,0
746,0,5,2,0
747,3,5,4,0
748,1,5,2,0
749,7,5,7,1
750,0,5,5,0
751,2,4,2,1
752,2,5,2,1
753,3,1,1,0
754,1,5,6,0
755,1,5,0,0
756,5,5,5,1
757,0,5,3,0
758,0,5,3,0
759,2,5,0,0
760,4,5,4,1
761,1,5,1,1
762,0,4,9,0
763,4,5,4,1
764,5,5,5,1
765,4,5,4,1
766,1,5,1,1
767,3,5,4,0
768,3,5,6,0
769,2,5,1,0
770,0,4,0,1
771,5,5,0,0
772,3,5,3,1
773,3,2,0,0
774,3,4,3,1
775,1,5,1,1
776,2,5,3,0
777,3,5,4,0
778,1,5,5,0
779,3,5,4,0
780,4,5,4,1
781,1,5,1,1
782,1,5,1,1
783,2,5,2,1
784,9,1,1,0
785,2,5,5,0
786,6,5,3,0
787,1,2,2,0
788,0,5,0,1
789,3,5,3,1
