id,question,model_answer,confidence,correct_answer,is_correct
47953,"Identify the correct case holding using the following information: the District Court did not abuse its discretion in concluding that a dismissal was warranted. Accordingly, for all the reasons stated above, we will affirm the District Court’s judgment. 1 . As the parties are familiar with the procedural history of this case, we will only summarize those facts relevant to the disposition of this appeal. 2 . Halderman v. Pennhurst State School & Hosp., E.D. Pa. 74-cv-01345. 3 . Although the partial grant of summary judgment was a non-final order, see Fed. R. Civil P. 54(b), a final judgment has since been entered and the Court now has jurisdiction over both appeals. 4 . Bullock’s assertion that these claims were merely an amendment to her first complaint does not save the claims from untimeliness. See Fielder v. Varner, 379 F.3d 113, 119 (3d Cir.2004) (<HOLDING>). Also, we decline to address Bullock’s",3,4,3,1
47955,"Identify the correct case holding using the following information: answer questions. Agent Overton, who read Rodriguez his rights, testified: “[Rodriguez] was coherent, sitting up facing me. He spoke and interacted. He seemed normal.” Rodriguez’s own witness, the physician assistant who examined him just after he spoke with the border agents, testified that his withdrawal could only have been “mild or moderate” and that the Rodriguez was “alert [and] oriented” at the time of the exam. Further, our case law supports the finding that individuals going through heroin withdrawal can voluntarily and intelligently waive their Miranda rights. See, e.g., United States v. Coleman, 208 F.3d 786, 791 (9th Cir.2000) (“Nor did Defendant’s symptoms of heroin withdrawal render his statements involuntary.”); United States v. Kelley, 953 F.2d 562, 565 (9th Cir.1992) (<HOLDING>). On this record, the district court’s",1,5,1,1
47958,"Identify the correct case holding using the following information: 347-48 (W.D.Tex.1997) (addressing 5 C.F.R. § 2635.805); Dean, 151 F.R.D. at 86-87 (same); In re Air Crash Disaster at Detroit Metro. Airport on Aug. 16, 1987, 737 F.Supp. 399, 404-05 (E.D.Mich.1989) (addressing the Ethics in Government Act); United States ex rel. Roby v. Boeing Co., 189 F.R.D. 512, 514 (S.D.Ohio 1999) (addressing Touhy regulations pursuant to 5 U.S.C. § 301); Romero, 153 F.R.D. at 651 (addressing 32 C.F.R. § 516.42, the predecessor to 32 C.F.R. § 516.49); Alexander v. FBI, 186 F.R.D. 66, 69-71 (D.D.C.1998) (addressing 5 U.S.C. § 301, and finding that “neither the federal Housekeeping Statute nor the Touhy decision authorizes a federal agency to withhold documents or testimony from a federal court”); McElya v. Sterling Med., Inc., 129 F.R.D. 510, 514-15 (W.D.Tenn.1990) (<HOLDING>). C. The Federal Regulations at Issue Do Not",1,5,1,1
47967,"Identify the correct case holding using the following information: 528 U.S. 62, 120 S.Ct. 631, 145 L.Ed.2d 522 (2000) and Board of Trustees of Univ. of Alabama v. Garrett, 531 U.S. 356, 121 S.Ct. 955, 148 L.Ed.2d 866 (2001) require reconsideration of whether retaliation claims against state defendants are indeed barred by the Eleventh Amendment. Kimel and Garrett held that particular laws prohibiting discrimination on the basis of age and disability, respectively, exceeded Congressional power under § 5 of the Fourteenth Amendment, and therefore did not abrogate state sovereign immunity. See Kimel, 528 U.S. at 91, 120 S.Ct. 631 (addressing Age Discrimination in Employment Act); Garrett, 531 U.S. at 374, 121 S.Ct. 955 (addressing Title I of Americans with Disabilities Act). But see Hason v. Medical Bd. of Cal., 279 F.3d 1167, 1170-1 (9th Cir.2002) (<HOLDING>). Following Kimel, Garrett, and other recent",0,4,0,1
47974,"Identify the correct case holding using the following information: way into immigration cases, and it is in this sense that we use the term in this opinion. 4 .Although INA § 242B(c)(3)(A), codified at 8 U.S.C. § 1252b(c)(3)(A) (1994), has been repealed, Congress replaced the provision with one that is in all respects identical except that what formerly was called ""deportation” is now referred to as ""removal.” See INA § 240(b)(5)(C)(i), codified at 8 U.S.C. § 1229a (b)(5)(C)®. 5 . Former INA § 242B(f)(2), codified at 8 U.S.C. § 1252b(f)(2), provided: ""The term 'exceptional circumstances’ refers to exceptional circumstances (such as serious illness of the alien or death of an immediate relative of the alien, but not including less compelling circumstances) beyond the control of the alien.” 6 . Compare Anin v. Reno, 188 F.3d 1273, 1278 (11th Cir.1999) (<HOLDING>) with Lopez v. INS, 184 F.3d 1097, 1100 (9th",3,4,1,0
47986,"Identify the correct case holding using the following information: ‘any individual,’ courts long ago concluded that Title VII is directed at, and only protects, employees and potential employees.”); Alexander v. Rush N. Shore Med. Ctr., 101 F.3d 487, 491 (7th Cir.1996), cert. denied, — U.S. -, 118 S.Ct. 54, 139 L.Ed.2d 19 (1997) (overruling previous case refusing to “restrict[ ] the Act’s protection to only former, present, and potential employees”); Hyland v. New Haven Radiology Assocs., 794 F.2d 793, 796 (2d Cir.1986) (interpreting identical “any individual” language in the ADEA to provide coverage “solely in favor of a person who is an employee”); but see Sibley Mem. Hosp. v. Wilson, 488 F.2d 1338, 1341 (D.C.Cir.1973) (“any individual” not limited to “employees”); but cf. Gomez v. Alexian Bros. Hosp. of San Jose, 698 F.2d 1019, 1021 (9th Cir.1983) (<HOLDING>). This limitation is necessary to further",4,4,4,1
47989,"Identify the correct case holding using the following information: percentage of fault. See Mich. Comp. Laws § 600.2957(1). The current version of § 600.2925d, which shields a settling defendant from claims for contribution, does not provide for pro tanto claim reduction because, as Michigan courts have held, the rationale for set-offs no longer applies under a system of several liability: “There would be no need for a setoff because the tortfeasor-defendant not involved in the settlement would necessarily be responsible for an amount of damages distinct from the settling defendant on the basis of allocation of fault.” Markley v. Oak Health Care Investors of Coldwater, Inc., 255 Mich.App. 245, 255, 660 N.W.2d 344 (2003). See also Wrobbel v. Int’l Brotherhood of Electrical Workers, No. 07-10110, 2010 WL 940279, at *5 (E.D.Mich. March 12, 2010) (<HOLDING>). The Court concludes that the Papas and",1,5,1,1
47996,"Identify the correct case holding using the following information: de Ruiz v. U.S., 231 F.Supp.2d 1187, 1201-02 (M.D.Fla.2002) (concluding that aggravation of pre-exist-ing conditions, such as diabetes and asthma, is insufficient to satisfy impact rule), aff'd, 378 F.3d 1229, 1231 (11th Cir.2004). Here, the ailments complained of are headaches, diabetes, sleep apnea, stress, insomnia, anxiety, loss of appetite, hair loss, and bowel trouble, which are not the sort of the discernable physical injuries discussed in Champion and Zell. In addition, medical testimony discussing Mary Ann’s injuries was equivocal, and no evidence was introduced linking Douglas’s ailments to Appellant’s acts. Cf. Zell, 665 So.2d at 1050 (noting plaintiff introduced medical testimony linking medical conditions to emotional distress), with Champion, 478 So.2d at 20 (<HOLDING>). We also conclude that Appellees failed to",0,4,0,1
48002,"Identify the correct case holding using the following information: that Althen could be bypassed in this case, the Court of Federal Claims correctly determined the error was harmless. See Trial Court Decision, 100 Fed.Cl. at 451. The special master’s finding that Petitioner had multiple sclerosis before receiving the vaccine means that Petitioner did not establish a “logical sequence of cause and effect showing that the vaccination was the reason for [his] injury” as required by prong two of Althen. 418 F.3d at 1278. If a petitioner has a disorder before being vaccinated, the vaccine logically cannot have caused the disorder. Additionally, prong three of Althen requires a “medically-aceeptable temporal relationship” between vaccination and onset of symptoms. Id. at 1281; de Bazan v. Sec’y of Health & Human Servs., 539 F.3d 1347, 1353 (Fed.Cir.2008) (<HOLDING>). In this case, Petitioner’s first episode of",1,5,1,1
48005,"Identify the correct case holding using the following information: the district court’s denial of its motion to dismiss on grounds of Alamo’s Eleventh Amendment immunity. Martin argues that we are precluded from considering the merits of this issue because Alamo did not file a timely notice of appeal. We need not decide whether Alamo’s notice of appeal was timely because Alamo inadequately briefed the issue and, thus, abandoned its Eleventh Amendment arguments. Southwestern Bell Tel. Co. v. City of El Paso, 243 F.3d 936, 940 (5th Cir.2001) (dismissing appeal as abandoned because the Appellant failed to challenge the district court’s application of the applicable test for Eleventh Amendment immunity); Dardar v. Lafourche Realty Co., 985 F.2d 824, 831 (5th Cir.0993); L & A Contracting Co. v. Southern Concrete Servs., 17 F.3d 106, 113 (5th Cir.1994)(<HOLDING>); Fed. R.App. P. 28(a)(9)(A) (requiring",3,5,0,0
48022,"Identify the correct case holding using the following information: support under section 14.05(a) must have been filed before the children reached eighteen years of age. Otherwise, relator argues, the 303rd Court did not have jurisdiction to consider the motion or sign the order extending the child support, and, therefore, the order is void. Relator cites Red v. Red, 552 S.W.2d 90, 92 (Tex.1977), in which the supreme court held that modification of a divorce decree to include payments for a child who requires continuous care and personal supervision because of a mental or physical disability and who is not able to support himself must be sought before the child turns eighteen. Thereafter, the court held, there is no pending order subject to modification. See also Attaway v. Attaway, 704 S.W.2d 492, 494-95 (Tex.App. — Corpus Christi 1986, no writ) (<HOLDING>). Red and Attaway, however, dealt with",2,4,2,1
48038,"Identify the correct case holding using the following information: fiduciary under ERISA as a matter of law based on the sufficiency of the pleadings. Assuming, without deciding whether Hartford is a fiduciary, the Scotts’ claim fails to state a cause of action under ERISA as a matter of law because damages are not available under ERISA. The causes of actions available to an ERISA participant are exclusively listed in 29 U.S.C. § 1132(a). Assuming Hartford was an ERISA fiduciary, the Scott’s allegations do not state a cause of action under ERISA because only equitable relief, as opposed to monetary damages, is available under ERISA. Novak v. Andersen Corp., 962 F.2d 757, 759 (8th Cir.1992), cert. denied, 508 U.S. 959, 113 S.Ct. 2928, 124 L.Ed.2d 678 (1993). See also Mertens v. Hewitt Assocs., 508 U.S. 248, 255-56, 113 S.Ct. 2063, 2068, 124 L.Ed.2d 161 (<HOLDING>). Unreimbursed medical expenses, mental anguish",3,5,1,0
48044,"Identify the correct case holding using the following information: discretionary authority under the Declaratory Judgment Act. See, e.g., Phonometrics, Inc. v. Northern Telecom Inc., 133 F.3d 1459, 1468 (Fed. Cir. 1998); Split Pivot, Inc. v. Trek Bicycle Corp., 987 F.Supp.2d 838, 882 (W.D. Wis. 2013), aff’d, No. 2014-1241, 585 Fed.Appx. 1011 (Fed. Cir. Dec. 8, 2014). In addition, the Court’s resolution of Plaintiffs claim of infringement in Defendant’s favor ensures that Defendant will not face any further claims that its accused process infringes the ’824 Patent. See Wells-Gardner Electronics Corp. v. C. Ceronix, Inc., No. 10-C-2536, 2011 WL 1467182, at *3 (N.D. Ill. Apr. 14, 2011) (citing the court’s finding of non-infringement as a basis for declining to consider a request for a declaration of invalidity); see also Phonometrics, 133 F.3d at 1468 (<HOLDING>). Accordingly, the Court declines to address",4,5,4,1
48050,"Identify the correct case holding using the following information: 1291. We review de novo the district court’s summary judgment, Frost v. Agnos, 152 F.3d 1124, 1128 (9th Cir.1998), and we affirm. The district court properly granted summary judgment on Crespo’s claim concem ing delay of an orthopedic consultation and medical care to treat his injured leg because Crespo failed to raise a genuine issue of material fact as to whether the delay caused him harm. See McGuckin v. Smith, 974 F.2d 1050, 1060 (9th Cir.1992), overruled on other grounds, WMX Techs., Inc. v. Miller, 104 F.3d 1133, 1136 (9th Cir.1997) (en banc). The district court correctly concluded that Crespo’s contention that prison medical staff failed to provide him proper treatment is insufficient to establish deliberate indifference. See Jackson v. McIntosh, 90 F.3d 330, 332 (9th Cir.1996) (<HOLDING>). Crespo’s remaining contentions are",2,5,1,0
48061,"Identify the correct case holding using the following information: CURIAM. Maria B. Martinez appeals from a final judgment of foreclosure entered in favor of ALS IV, LLC (“ALS”). We affirm- the final judgment of foreclosure, but reverse the award of attorney’s fees because AlLS failed to present sufficient evidence to support the award. We reverse, and remand the attorney’s fee order for additional findings, or an additional hearing, if necessary. See Rodriguez v. Campbell, 720 So.2d 266, 268 (Fla. 4th DCA 1998) (<HOLDING>). Affirmed in part; Reversed in part and",1,4,1,1
48064,"Identify the correct case holding using the following information: judgment as a matter of law on the informed consent claim in this case because Garcia failed to adduce sufficient expert testimony to proceed upon his claim under HRS § 671-3(b)(5). Under this subsection, Garcia was required to establish that increased pain and a worsened condition were “recognized material risks of serious complications” associated with the back surgery performed. See Ngo, 136 Hawai'i at 67-68, 358 P.3d at 39-40. Although expert testimony is not required under HRS § 671-3(b), “expert testimony is typically necessary to establish the medical information statutorily required to be disclosed.” Id. at 69, 358 P.3d at 41. In appropriate cases, a defendant physician, by his or her own testimony, may satisfy the plaintiffs evidentiary burden. See id. at 71, 358 P.3d at 43 (<HOLDING>); Carr v. Strode, 79 Hawai'i 475, 487, 904 P.2d",4,5,4,1
48066,"Identify the correct case holding using the following information: conduct) for evidentiary purposes to determine whether a person suffers from a mental abnormality ... and also poses a threat to the public.” 521 U.S. at 370, 117 S.Ct. 2072. We are also unpersuaded by the proposition that a law like chapter 980 should be regarded as criminal for purposes of Public Law 280 because, as the Wisconsin Supreme Court put it, it is “enveloped on both sides” by criminal conduct. In re Burgess, 665 N.W.2d at 132. In fact, that is not necessarily the case. Although chapter 980 certainly applies to persons like Burgess who have been convicted of sexually violent offenses, it also applies to individuals who “ha[ve] been found not guilty of or not responsible for a sexually violent offense by reason of insanity or mental dis 103 S.Ct. 3043, 77 L.Ed.2d 694(1983) (<HOLDING>). In the final analysis, if this case turned",4,4,4,1
48073,"Identify the correct case holding using the following information: originally arose from the doctrine that consent to treatment is only meaningful if the patient understands the risks and alternatives of the treatment. This same term has been assigned to the doctrine which places a duty on physicians to disclose information as to the alternatives and risks of a particular treatment. See Canterbury, 464 F.2d at 780 n.15. The doctrine of informed consent comes from the common law and stems from the fundamental notion of the right to bodily integrity: ""[e]very human being of adult years and sound mind has a right to determine what shall be done with his own body;..."" Schloendorff v. Society of New York Hospital, 105 N.E. 92, 93 (N.Y.1914), overruled on other grounds. See also In Matter of Guardianship of L.W., 167 Wis. 2d 53, 68, 482 N.W.2d 60 (1992) (<HOLDING>). Consent to treatment is only meaningful if it",3,5,3,1
48076,"Identify the correct case holding using the following information: 967. We now formally adopt a valuation on the Abbati test to guide a trial court’s discretion in determining whether dismissal of charges is appropriate. {20} A majority of state courts grant discretion to a trial court to dismiss charges after successive retrials, citing principles such as “fundamental fairness,” “fair play,” and “substantial justice.” See United States v. Ingram, 412 F.Supp. 384, 385 (D.C.1976) (considering dismissal a “matter of fair play”); State v. Moriwake, 65 Haw. 47, 647 P.2d 705, 712 (1982) (deriving authority from principles of fundamental fairness); Sivels v. State, 741 N.E.2d 1197, 1201 (Ind.2001) (citing fundamental fairness and substantial justice); Abbati 493 A.2d at 517 (relying on fundamental fairness); State v. Witt, 572 S.W.2d 913, 917 (Tenn.1978) (<HOLDING>); State v. Sauve, 164 Vt. 134, 666 A.2d 1164,",2,5,2,1
48084,"Identify the correct case holding using the following information: of Agreement subjected Dr. Wojewski to more control by RCRH than most doctors and perhaps rendered him the most controlled doctor in America. The district court rejected this argument based on Cilecek v. Inova Health System Services, 115 F.3d 256, 262 (4th Cir.1997), which states that “[bjecause of the overarching demands of the medical profession, the tension in professional control between doctors and hospitals for medical services rendered at hospitals is not, we believe, a reliable indicator of whether the doctor is an employee or an independent contractor at the hospital.” As noted by the district court and by appellees, several other circuits have held that a doctor who loses hospital privileges is an independent contractor. Shah v. Deaconess Hosp., 355 F.3d 496 (6th Cir.2004) (<HOLDING>); Vakharia v. Swedish Covenant Hosp., 190 F.3d",2,5,1,0
48098,"Identify the correct case holding using the following information: Health Systems (1st Dist. 1996), 674 N.E.2d 888, 221 Ill. Dec. 94 (rejecting implied private action for patients' families under the Health Care Surrogate Act); Parra v. Tarasco, Inc. (1st Dist. 1992), 230 Ill. App. 3d 819, 595 N.E.2d 1186, 172 Ill. Dec. 516 (rejecting implied private action under the Choke-Saving Methods Act); Davis v. Dunne (1st Dist. 1989), 189 Ill. App. 3d 739, 545 N.E.2d 539, 136 Ill. Dec. 1015 (rejecting implied private action under the Civil Service Act); Lane v. Fabert (4th Dist. 1989) 178 Ill. App. 3d 698, 533 N.E.2d 546, 127 Ill. Dec. 674 (rejecting implied private action under the Pawnbrokers Act); Anzinger v. Illinois State Medical Inter-Ins Exchange (1st Dist. 1986), 144 Ill. App. 3d 719, 494 N.E.2d 655, 98 Ill p. 3d 412, 484 N.E.2d 473, 91 Ill. Dec. 914",4,3,3,0
48109,"Identify the correct case holding using the following information: in determining the preclusive effects of a state court judgment.” Marrese v. Am. Acad, of Orthopaedic Surgeons, 470 U.S. 373, 381, 105 S.Ct. 1327, 1332, 84 L.Ed.2d 274 (1985) (cita tions omitted). Similarly, the Full Faith and Credit Clause requires recognizing state courts to determine the preclusive effect of a judgment in accordance with the rendering state's preclusion law. Kremer v. Chem. Const. Corp., 456 U.S. 461, 466, 102 S.Ct. 1883, 1889, 72 L.Ed.2d 262 (1982). 81 .We have observed that Florida courts abide a similarly stringent actually decided requirement: [P]reclusive effect is not given to issues which could have, but may not have, been decided in an earlier lawsuit between the parties. See, e.g., Acadia Partners, L.P. v. Tompkins, 673 So.2d 487, 488-89 (Fla. 5th DCA 1996) (<HOLDING>); Allstate Ins. Co. v. A.D.H., Inc., 397 So.2d",2,3,4,0
48114,"Identify the correct case holding using the following information: did not ask for any relief in regard to this matter in her answer brief, or within her pleadings at trial. The case of Dehler v. Dehler, 648 So.2d 819, 821 (Fla. 4th DCA 1995), involved a dissolution of marriage where the final judgment failed to explain the status of any medical insurance which may have been reasonably available for the child, as required by Florida statutes. In that situation, this court held that, although the trial court was not presented with the issue, the issue needed to be decided. • The case was remanded so that the trial court could inquire into the availability of medical insurance and allocate responsibility for the child’s reasonable medical expenses between the two parties. See id. at 821; see also Zucker v. Zucker, 672 So.2d 604 (Fla. 4th DCA 1996) (<HOLDING>). Likewise, we must remand to the trial court",4,5,4,1
48124,"Identify the correct case holding using the following information: respect to the adjudication, denial, or payment of benefit claims under (i) the Sunflower Self-Insured Medical Plan; (ii) any ERISA plan allegedly created by the Consent Judgment ...; or (iii) the NRECA Medical Plan from which Ms. Spires benefits were paid at the time this dispute arose” (Doc. 48 at 22). Because the consent judgment is not a ""plan, fund, or program” under ERISA, Spires’ ERISA claim fails and the court expresses no opinion on whether NRECA was appropriately named as a defendant under ERISA. Likewise, the court's ruling also renders unnecessary any consideration of defendants' argument that Spires' ERISA claim is barred for failure to exhaust all of the administrative remedies available to her. See Held v. Mfrs. Hanover Leasing Corp., 912 F.2d 1197, 1206 (10th Cir.1990) (<HOLDING>). 5 . The fact that Spires did not rely on the",4,5,4,1
48138,"Identify the correct case holding using the following information: of Hypersensitivity Adverse Events Following Administration of Heparin That Was Potentially Contaminated with Oversulfated Condroitin Sulfate in Early 2008, 19 Pharmacoepidemiology & Drug Safety 921 (2010). 4 . Id. at 928. 5 . Although plaintiffs' experts rely on the cumulative evidence available, other courts have recognized the value of in vitro studies, ani mal studies, and case reports individually. See Bourne ex rel. Bourne v. E.I. Dupont de Nemours & Co., Inc., 189 F.Supp.2d 482, 496 (S.D.W.Va.2002) (""There can be no dispute that properly designed and conducted animal testing can yiel 3d 11, 24 (1st Cir.2011) (""epidemiological studies are not per se required as a condition of admissibility regardless of context.”); Kilpatrick v. Breg, Inc., 613 F.3d 1329, 1336-37 (11th Cir.2010) (<HOLDING>); Glastetter v. Novartis Pharm. Corp., 252 F.3d",1,5,1,1
48141,"Identify the correct case holding using the following information: By contrast, when an accused in-fringer’s post-filing conduct is reckless,a patentee can move for a preliminary injunction, which generally provides an adequate remedy for combating post-filing willful infringement. A patentee who does not attempt to stop an accused infringer’s activities in this manner should not be allowed to accrue enhanced damages based solely on the in-fringer’s post-filing conduct. Similarly, if a patentee attempts to secure injunc-tive relief but fails, it is likely the infringement did not rise to the level of recklessness. Seagate, 497 F.3d at 1374 (citations omitted). Robocast did not move for a preliminary injunction. Microsoft’s defenses are reasonable. See Spine Solutions, Inc. v. Medtronic Sofamor Danek USA, Inc., 620 F.3d 1305, 1319 (Fed.Cir.2010) (<HOLDING>). Allowing a finding of willfulness based on",1,5,2,0
48142,"Identify the correct case holding using the following information: Nurses Mendez and Telles in Counts Seven, Eight, and Nine. Because Plaintiff has asserted claims against Defendant Hospital, the municipal entity, and Nurses Mendez and Telles, municipal officials in their official capacity, the Court will dismiss the official capacity claims as “redundant” to the municipal-entity claims. See Sanders-Burns, 594 F.3d at 373. C. Section 1983 Personal-Capacity Claims Against State Defendant Drs. Laks, Parsa, Solomin, Agui-la and Municipal Defendant Nurses Mendez, and Telles Qualified immunity applies with equal force to state and municipal officials. See Bosarge v. Miss. Bureau of Narcotics, 796 F.3d 435, 441 (5th Cir. 2015) (noting that defendants employed by a state can invoke qualified immunity); Kinney v. Weaver, 367 F.3d 337, 395 (5th Cir. 2004) (<HOLDING>). Qualified immunity shields state and",3,5,3,1
